project_name,author,github_url,github_stars,github_forks,tashan_score,practicality_score,sustainability_score,popularity_score,tools_available_tashan,lobehub_url,lobehub_description,lobehub_rating,tools_available,project_type,deployment_methods,api_requirements,use_cases,hidden_gem_score,recommendation_type
通胜 MCP 服务,baranwang,https://github.com/baranwang/mcp-tung-shing,30,10,63.74,82.5,14,57.18,1,https://lobehub.com/mcp/baranwang-mcp-tung-shing,基于模型上下文协议（MCP）的中国传统通胜（黄历/通胜）万年历计算服务。支持公历-农历转换、每日宜忌事项、时辰信息以及详细的传统玄学元素。,优质,2,"[""公历与农历日期相互转换"", ""查询特定日期的吉凶、宜忌活动"", ""获取十二时辰的详细宜忌信息"", ""用于命理学分析的五行、神煞、星宿等数据""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""api_keys_required"": false, ""dependencies"": []}","[""公历与农历日期相互转换"", ""查询特定日期的吉凶、宜忌活动"", ""获取十二时辰的详细宜忌信息"", ""用于命理学分析的五行、神煞、星宿等数据""]",47.2,不推荐
MCP Server Kubernetes,Flux159,https://github.com/Flux159/mcp-server-kubernetes,867,135,66.1,52.5,85,87.98,22,https://lobehub.com/mcp/flux159-mcp-server-kubernetes,支持连接到 Kubernetes 集群并进行管理的 MCP 服务器。支持按优先级顺序从多个来源加载 kubeconfig。需要在 PATH 中安装并配置 kubectl 和 Helm v3，以及访问 Kubernetes 集群。,优质,34,"[""通过 Claude Desktop 管理 Kubernetes 集群"", ""使用 mcp-chat CLI 客户端与 Kubernetes 集群交互"", ""自动化部署、扩展和回滚操作"", ""执行 Kubernetes 资源诊断和故障排查"", ""非破坏性模式下仅执行读取和创建/更新操作"", ""通过 Helm 管理复杂应用的部署和升级""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required"": false, ""details"": ""不需要 API 密钥。依赖于本地配置的 kubeconfig 文件和 kubectl 上下文进行身份验证。支持环境变量、自定义路径等认证方式，请参考 ADVANCED_README.md 获取更多详情。""}","[""通过 Claude Desktop 管理 Kubernetes 集群"", ""使用 mcp-chat CLI 客户端与 Kubernetes 集群交互"", ""自动化部署、扩展和回滚操作"", ""执行 Kubernetes 资源诊断和故障排查"", ""非破坏性模式下仅执行读取和创建/更新操作"", ""通过 Helm 管理复杂应用的部署和升级""]",46.7,不推荐
Playwright MCP,Microsoft Corporation,https://github.com/microsoft/playwright-mcp,14600,1000,94.63,92.5,97,98.67,21,https://lobehub.com/mcp/microsoft-playwright-mcp,一个提供浏览器自动化功能的 Model Context Protocol (MCP) 服务器，使用 Playwright 实现。允许大型语言模型（LLMs）通过结构化的辅助功能快照与网页交互，无需视觉模型。需要 Node.js 18 或更高版本。可以通过 --config 选项指定配置文件路径。,优质,2,"[""LLM 浏览器自动化任务"", ""网页内容交互与数据提取"", ""无需视觉模型的结构化网页操作"", ""自动化测试和调试流程"", ""辅助 AI 模型理解并操作网页内容""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio"", ""VS Code"", ""Windsurf"", ""Goose"", ""Qodo Gen"", ""Gemini CLI""]","{""required"": false, ""notes"": ""不需要 API 密钥""}","[""LLM 浏览器自动化任务"", ""网页内容交互与数据提取"", ""无需视觉模型的结构化网页操作"", ""自动化测试和调试流程"", ""辅助 AI 模型理解并操作网页内容""]",45.8,不推荐
CircleCI MCP 服务器,CircleCI-Public,https://github.com/CircleCI-Public/mcp-server-circleci,54,27,61.24,55.0,84,57.18,16,https://lobehub.com/mcp/circleci-public-mcp-server-circleci,Model Context Protocol (MCP) 服务器实现，用于 CircleCI，支持通过支持 MCP 的客户端进行自然语言交互。需要配置环境变量 CIRCLECI_TOKEN 以获取 CircleCI API 令牌。可选支持 CIRCLECI_BASE_URL，用于本地部署的 CircleCI 实例。,优质,2,"[""在 Cursor IDE 中通过自然语言查询 CircleCI 最新失败的流水线并获取日志"", ""在 VS Code 中配置 MCP 插件以连接 CircleCI 实现自动化 CI/CD 上下文交互"", ""通过 Claude Desktop 使用 MCP 协议直接与 CircleCI 进行上下文交互"", ""搭建远程 MCP 服务端供多个用户共享访问 CircleCI 资源""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required_apis"": [{""name"": ""CircleCI Personal API Token"", ""description"": ""用于认证访问 CircleCI 账户资源的令牌"", ""source"": ""https://app.circleci.com/settings/user/tokens""}], ""dependencies"": [{""name"": ""pnpm"", ""version"": "">= latest"", ""description"": ""包管理器，用于本地安装""}, {""name"": ""Node.js"", ""version"": "">= v18.0.0"", ""description"": ""运行环境依赖""}, {""name"": ""Docker"", ""version"": "">= latest"", ""description"": ""用于容器化部署""}]}","[""在 Cursor IDE 中通过自然语言查询 CircleCI 最新失败的流水线并获取日志"", ""在 VS Code 中配置 MCP 插件以连接 CircleCI 实现自动化 CI/CD 上下文交互"", ""通过 Claude Desktop 使用 MCP 协议直接与 CircleCI 进行上下文交互"", ""搭建远程 MCP 服务端供多个用户共享访问 CircleCI 资源""]",45.7,不推荐
Deepwiki MCP 服务器,regenrek,https://github.com/regenrek/deepwiki-mcp,794,46,74.37,92.5,10,84.33,1,https://lobehub.com/mcp/regenrek-deepwiki-mcp,用于从 deepwiki.com 获取内容并将其转换为 LLM 可读取的 markdown 格式的 MCP 服务器。支持通过环境变量配置并发数、超时时间、重试次数和重试间隔，以实现性能优化。,优质,2,"[""获取完整的Deepwiki文档作为单个Markdown文件"", ""将Deepwiki仓库按页面结构导出为多个Markdown文件"", ""搜索特定库或主题的信息（如gpt-image-1与Vercel AI SDK集成、shadcn中创建新块等）"", ""在MCP兼容客户端中直接使用deepwiki_fetch工具进行知识检索""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""api_keys"": false, ""dependencies"": []}","[""获取完整的Deepwiki文档作为单个Markdown文件"", ""将Deepwiki仓库按页面结构导出为多个Markdown文件"", ""搜索特定库或主题的信息（如gpt-image-1与Vercel AI SDK集成、shadcn中创建新块等）"", ""在MCP兼容客户端中直接使用deepwiki_fetch工具进行知识检索""]",45.6,不推荐
MCP Advisor,istarwyh,https://github.com/istarwyh/mcpadvisor,47,11,60.14,62.5,56,57.18,2,https://lobehub.com/mcp/istarwyh-mcpadvisor,MCP Advisor 是一款发现与推荐服务，帮助 AI 助手通过自然语言查询探索 Model Context Protocol (MCP) 服务器。可以通过 npx 与 '@xiaohui-wang/mcpadvisor' 包集成。,优质,2,"[""通过自然语言查询发现合适的 MCP 服务器（如：'Find MCP servers for insurance risk analysis'）"", ""快速安装和配置新发现的 MCP 服务器（如：'Install this MCP: https://github.com/Deepractice/PromptX'）"", ""为 AI 助手提供增强的 MCP 工具推荐能力""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required"": false, ""details"": ""当前版本不依赖外部 API 密钥""}","[""通过自然语言查询发现合适的 MCP 服务器（如：'Find MCP servers for insurance risk analysis'）"", ""快速安装和配置新发现的 MCP 服务器（如：'Install this MCP: https://github.com/Deepractice/PromptX'）"", ""为 AI 助手提供增强的 MCP 工具推荐能力""]",45.1,不推荐
BlenderMCP - Blender 模型上下文协议集成,ahujasid,https://github.com/ahujasid/blender-mcp,12400,1100,86.03,92.5,54,98.67,17,https://lobehub.com/mcp/ahujasid-blender-mcp,BlenderMCP 通过模型上下文协议（MCP）将 Blender 与 Claude AI 连接起来，允许 Claude 直接与 Blender 交互和控制。此集成支持基于提示的三维建模、场景创建与操作。需要 Blender 3.0 及以上版本和 Python 3.10+。uv 包管理器需按照说明单独安装。,优质,4,"[""通过自然语言指令创建和修改3D模型"", ""在Blender中应用和调整材质及颜色"", ""获取当前Blender场景的详细信息"", ""从Claude运行任意Python代码以控制Blender"", ""通过Poly Haven API搜索和下载资产"", ""使用Hyper3D Rodin生成AI驱动的3D模型""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""Studio""]","""无需API密钥。依赖uv包管理器和Blender环境。""","[""通过自然语言指令创建和修改3D模型"", ""在Blender中应用和调整材质及颜色"", ""获取当前Blender场景的详细信息"", ""从Claude运行任意Python代码以控制Blender"", ""通过Poly Haven API搜索和下载资产"", ""使用Hyper3D Rodin生成AI驱动的3D模型""]",44.6,不推荐
ElevenLabs MCP 服务器,elevenlabs,https://github.com/elevenlabs/elevenlabs-mcp,824,108,62.5,67.5,22,87.98,0,https://lobehub.com/mcp/elevenlabs-elevenlabs-mcp,官方 ElevenLabs Model Context Protocol (MCP) 服务器，支持与强大的文本转语音（Text to Speech）和音频处理API进行交互。需要通过环境变量 ELEVENLABS_API_KEY 配置 ElevenLabs API 密钥。可选支持 ELEVENLABS_MCP_BASE_PATH 环境变量，用于指定输入/输出文件的基础路径。,优质,10,"[""创建AI语音助手，模拟特定角色的说话风格"", ""为游戏角色生成多个语音变体以供选择"", ""将现有语音转换为不同人物特征的声音"", ""生成沉浸式音效场景用于游戏或影视制作"", ""实现多说话人的语音识别与个性化合成""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required"": true, ""key_location"": ""https://elevenlabs.io/app/settings/api-keys"", ""free_tier_available"": true, ""credits_per_month"": 10000}","[""创建AI语音助手，模拟特定角色的说话风格"", ""为游戏角色生成多个语音变体以供选择"", ""将现有语音转换为不同人物特征的声音"", ""生成沉浸式音效场景用于游戏或影视制作"", ""实现多说话人的语音识别与个性化合成""]",44.5,不推荐
Context7 MCP - 最新代码文档适用于任何提示,upstash,https://github.com/upstash/context7,19800,1000,92.03,92.5,84,98.67,2,https://lobehub.com/mcp/upstash-context7,用于Context7的MCP服务器，提供最新、版本特定的库文档和代码示例，直接嵌入您的提示中。需要Node.js >= v18.0.0运行环境。,优质,2,"[""在 Cursor 中编写自然语言提示并自动获取最新代码文档以生成 Next.js 中间件"", ""配置 Cloudflare Worker 缓存 JSON 响应数据"", ""为各种项目添加或更新库文档支持（参考 adding-projects.md）""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required_apis"": [{""name"": ""Smithery API Key"", ""description"": ""用于通过 Smithery 安装和配置 Context7 MCP 工具"", ""source"": ""https://smithery.ai/server/@upstash/context7-mcp""}], ""dependencies"": [{""name"": ""Node.js"", ""version"": "">= v18.0.0""}]}","[""在 Cursor 中编写自然语言提示并自动获取最新代码文档以生成 Next.js 中间件"", ""配置 Cloudflare Worker 缓存 JSON 响应数据"", ""为各种项目添加或更新库文档支持（参考 adding-projects.md）""]",44.2,不推荐
Tavily MCP,tavily-ai,https://github.com/tavily-ai/tavily-mcp,565,104,61.5,52.5,62,87.98,4,https://lobehub.com/mcp/tavily-ai-tavily-mcp,用于高级网页搜索的Tavily MCP服务器，提供搜索、提取、映射和爬取工具，支持实时网页搜索和智能数据提取功能。,优质,8,"[""构建知识图谱助手（结合Neo4j）"", ""在编码环境中集成网络搜索能力（通过Cline/VS Code）"", ""为AI模型提供实时网络访问能力（如GPT-4.1）"", ""自动化网站分析与结构化数据采集""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required_keys"": [""Tavily API Key""], ""dependencies"": [""Node.js v20+"", ""Git (可选)"", ""OpenAI API Key (可选)""]}","[""构建知识图谱助手（结合Neo4j）"", ""在编码环境中集成网络搜索能力（通过Cline/VS Code）"", ""为AI模型提供实时网络访问能力（如GPT-4.1）"", ""自动化网站分析与结构化数据采集""]",43.9,不推荐
Gemini MCP 工具,jamubc,https://github.com/jamubc/gemini-mcp-tool,375,30,63.07,55.0,66,84.33,6,https://lobehub.com/mcp/jamubc-gemini-mcp-tool,用于 Gemini CLI 集成的 MCP 服务器。需要在您的系统上安装并配置 Google Gemini CLI。,优质,2,"[""在Claude Code中使用Gemini的强大分析能力进行大型文件分析"", ""使用`@`语法引用文件进行上下文分析"", ""在沙箱模式下安全测试代码更改或执行脚本"", ""通过自然语言指令与Gemini交互，例如：'use gemini to explain index.html'"", ""结合Gemini CLI的沙箱功能测试Python脚本、安装依赖、执行HTTP请求等""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""api_key_required"": true, ""dependencies"": [""Node.js (v16.0.0或更高)"", ""Google Gemini CLI（需已安装并配置）""], ""api_key_setup"": ""需要配置Google Gemini API密钥，请参考Gemini CLI文档进行设置。""}","[""在Claude Code中使用Gemini的强大分析能力进行大型文件分析"", ""使用`@`语法引用文件进行上下文分析"", ""在沙箱模式下安全测试代码更改或执行脚本"", ""通过自然语言指令与Gemini交互，例如：'use gemini to explain index.html'"", ""结合Gemini CLI的沙箱功能测试Python脚本、安装依赖、执行HTTP请求等""]",43.8,不推荐
mcp-installer - 用于安装 MCP 服务器的 MCP 服务器,anaisbetts,https://github.com/anaisbetts/mcp-installer,1300,165,78.3,92.5,26,87.98,2,https://lobehub.com/mcp/anaisbetts-mcp-installer,一个用于安装其他 MCP 服务器的 MCP 服务器。需要安装 npx（用于 Node 服务器）和 uv（用于 Python 服务器）。,优质,2,"[""通过自然语言指令安装npm或PyPi上的MCP服务器"", ""设置特定参数或环境变量后自动安装MCP服务器"", ""简化本地MCP服务器的部署流程""]","[""Claude Desktop"", ""Studio""]","{""required"": false, ""dependencies"": [""npx"", ""uv""]}","[""通过自然语言指令安装npm或PyPi上的MCP服务器"", ""设置特定参数或环境变量后自动安装MCP服务器"", ""简化本地MCP服务器的部署流程""]",43.0,不推荐
MCP Feedback Enhanced,Minidoracat,https://github.com/Minidoracat/mcp-feedback-enhanced,2400,197,79.53,80.0,65,92.67,2,https://lobehub.com/mcp/minidoracat-mcp-feedback-enhanced,增强版 MCP 服务器，支持交互式用户反馈和命令执行，适用于 AI 辅助开发，具有双界面支持（Web UI 和桌面应用程序）、智能环境检测和跨平台兼容性。,优质,2,"[""AI 辅助开发中获取用户实时反馈"", ""远程开发环境下的交互式提示管理"", ""自动化提交与命令执行"", ""跨平台桌面应用与 Web UI 统一交互体验""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""api_key_required"": false, ""dependencies"": [""uv（Python 包管理器）"", ""WebSocket 支持"", ""Tauri 框架（桌面应用）""]}","[""AI 辅助开发中获取用户实时反馈"", ""远程开发环境下的交互式提示管理"", ""自动化提交与命令执行"", ""跨平台桌面应用与 Web UI 统一交互体验""]",36.7,不推荐
